CountryName,CountryCode,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Japan,JPN,3.460119963,3.400820017,3.408989906,3.466629982,3.426110029,3.314939976,3.276679993,3.279340029,3.27241993,3.555977821,3.599519968,3.605279922,3.64741993,3.624969959,3.551589966,3.229025364,3.146430016,3.130579948,3.077820063,3.155339956,3.416980982,3.317383766,,
Kazakhstan,KAZ,3.25661993,3.279341459,3.029700041,3.230482101,2.25590992,2.263530016,2.626780033,2.831389904,2.589459896,3.060719967,3.462257385,3.493520975,3.901637077,3.437315226,3.42450285,2.788579941,2.978100061,2.750819921,2.615950108,2.856970072,4.446203709,4.385694027,4.205470085,
Kenya,KEN,5.186729908,5.206210136,6.171999931,6.494269848,6.796929836,7.335649967,7.049839973,,,4.019999981,4.815489769,4.700129986,4.931210041,4.837210178,4.717299938,4.743500233,4.895180225,4.963089943,5.107619762,4.577992439,4.628155708,4.590099812,4.075955868,
Kyrgyz Republic,KGZ,3.50838995,3.854180098,4.445459843,4.475419998,4.622439861,4.873839855,5.549860001,6.467000008,5.913189888,6.232679844,5.818830013,6.79061985,7.384230137,6.780200005,5.531599998,5.985509872,6.586150169,6.026189804,5.552670002,5.366749763,6.093910217,6.531401634,7.95867157,
Cambodia,KHM,1.666810036,1.722219944,1.711210012,,1.719820023,,,1.599300027,,1.665680051,1.533789992,1.510689974,1.414414525,1.482026219,1.566736341,1.703461528,1.870819092,2.096460581,2.447859287,2.825654745,3.002350092,1.67057395,,
Kiribati,KIR,11.18587017,11.98812008,,,,,,,,,,13.04459953,13.42766571,13.21877956,12.95312691,12.11402607,13.48311615,13.57546329,,13.57412338,,15.58512497,,
St. Kitts and Nevis,KNA,4.740389824,4.421549797,3.920510054,3.790990114,3.971349955,3.831449986,4.059259892,4.193809986,,,2.94405818,2.751112938,3.182905912,3.262058496,2.849904299,2.549880028,3.124359369,3.159015894,3.157386065,2.986513615,3.10357976,2.776599884,4.026429653,
"Korea, Rep.",KOR,,,,,,,,,,3.91358161,3.52756691,,,,,4.454237938,4.333099842,4.328239918,4.458079815,4.684659958,4.801720142,,,
Kuwait,KWT,,6.585830212,6.551109791,5.211292267,5.535069942,4.738339901,3.759979963,,,,,,,,,,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,3.948930025,4.04286015,4.017340183,3.895949841,4.026914954,4.4790802,4.372174978,4.462600231,4.844409943,5.463550091,4.926769972,4.916270018,5.224464893,5.004640102,5.257470131,4.998700142,4.477210045,4.526865005,4.461447954,4.555305004,4.625720024,3.860406756,3.75098896,
Lao PDR,LAO,1.503690004,1.990280032,2.825220108,,2.413000107,2.414089918,2.958790064,3.078419924,2.27854991,1.654850006,1.709789991,1.708019972,1.821470022,3.233809948,2.937809944,2.736897945,2.774429798,2.497972727,2.335012197,2.122014046,1.91597271,1.859491825,1.393850327,
Lebanon,LBN,,2.841480017,2.552710056,,2.640949965,2.646189928,2.779759884,2.583570004,2.014790058,1.765709996,1.613309979,1.652519941,2.14902997,2.433969975,,,2.126333237,2.137486219,2.527220726,2.600265503,1.669968128,,,
Liberia,LBR,,,,,,,,,1.701660037,,,,1.777119994,1.690780044,2.200050116,2.115874767,2.114796877,2.663300037,2.503910065,2.493976355,2.139914513,2.532140017,2.595259905,
Libya,LBY,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,,5.707330227,,3.534490108,3.436460018,4.238959789,4.696690083,,4.483530045,3.067660093,3.482899904,3.598860025,3.290980101,3.87658,3.891429901,3.880630016,5.210760117,3.63334322,3.335779905,3.278840065,3.617219925,,4.197579861,
Latin America & Caribbean,LCN,3.757070065,3.844680071,4.017340183,3.726869941,3.912549973,,3.916719913,4.083010197,4.82006979,5.463550091,4.83382988,4.466080189,4.643070221,4.878550053,4.690569878,4.470389843,4.364200115,4.468044996,4.461447954,4.555305004,4.581561089,3.747313499,3.819114447,
Least developed countries: UN classification,LDC,2.593400002,2.682824969,2.593869925,,2.68975997,2.837270021,2.830970049,,2.750200033,2.920000076,3.343889952,3.171119928,2.981755376,3.244534969,2.937809944,3.217862844,2.905220032,2.946855068,3.198354959,3.013383865,3.242703199,3.110792756,3.092891812,
Low income,LIC,2.646709919,3.001124978,2.896229982,,3.147949934,,2.830970049,,2.723119974,3.091085076,2.721950054,3.077620029,2.759584904,3.052984953,3.325690031,3.255800009,2.934885025,2.76899004,3.3229599,3.382453918,3.576571941,3.943503618,3.092891812,
Liechtenstein,LIE,,,,2.46013999,2.433330059,,2.053809881,1.921190023,2.048369884,,,2.556040049,,,,,,,,,,,,
Sri Lanka,LKA,,,,,,,,,,2.055900097,1.66178,1.742920041,1.453420043,1.564589977,1.858590007,2.109980106,3.229290009,2.593169928,1.987810016,,1.555410743,1.507548451,1.199785948,
Lower middle income,LMC,2.791340113,2.883059978,3.02252996,3.024765015,3.077780008,3.43838501,3.40350008,,3.913759947,3.90160501,3.694575071,3.788205028,4.051414251,4.122526169,3.540122986,4.004634142,3.922260046,3.736540079,3.681972742,3.485680819,3.876672983,3.372760057,3.240269899,
Low & middle income,LMY,3.343394995,3.470605016,3.242840052,3.382760048,3.339619994,3.534215093,3.8213799,3.603149891,3.859465003,4.019999981,3.679970026,3.761201859,3.703721166,3.782660007,3.824160099,3.853980064,3.767617464,3.789769888,3.6995399,3.606653214,4.008609772,3.691380024,3.580212116,
Lesotho,LSO,10.09154987,9.365050316,10.10044956,13.21957016,11.10900974,12.07966042,11.27128029,,12.32952023,,,8.170000076,7.670000076,7.289999962,7.199999809,8.685635567,7.801928997,8.155320168,7.283609867,7.194068909,6.997992516,7.507479191,6.433475494,
Late-demographic dividend,LTE,3.853990078,3.894940019,4.076844931,4.209569931,4.079349995,3.979789972,3.916719913,4.209839821,4.164649963,4.630249977,4.25867486,4.105550051,4.164209843,4.296380043,4.330840111,4.470389843,4.345984459,4.251554489,4.064687848,3.947889805,4.399321795,4.083158612,,
Lithuania,LTU,5.602385998,5.84758997,5.800079823,5.114180088,5.174280167,4.878399849,4.825729847,4.595210075,4.839900017,5.585239887,5.297860146,5.113430023,4.758029938,4.602330208,4.486579895,4.227190018,4.004310131,3.812200069,3.89289999,3.967570066,4.512559891,4.842670441,,
Luxembourg,LUX,4.240472317,3.539730072,4.611690998,4.868693352,4.904797554,4.854622364,4.422744751,4.271684647,4.326911449,4.867134094,5.011902332,4.989581108,3.87816,3.699390888,3.855690002,3.767920017,3.402446032,3.48645997,3.66211009,3.7395401,3.838229895,4.639152527,,
Latvia,LVA,5.274270058,5.446959972,5.602540016,5.057149887,4.834060192,4.769886971,4.684669971,4.633289814,5.366449833,5.522659779,5.03881979,5.071619987,6.582709789,6.996970177,5.281229973,5.282519817,4.65749979,4.366710186,4.243569851,4.42054987,4.821040154,5.700738907,,
"Macao SAR, China",MAC,3.314389944,2.71446991,2.842959881,2.780169964,2.23348999,2.277879953,2.193860054,2.043450117,2.196409941,2.533230066,2.618489981,2.675280094,3.325160027,2.050489902,2.048530102,3.002470016,3.099529982,2.706429958,2.728780031,3.05862999,6.360320091,5.250319958,,
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,,,,,,,,,4.853390217,4.831190109,,,5.552948475,,5.482760429,5.133368969,5.085301876,4.735649586,4.960227013,5.003256798,6.284598827,5.60131073,5.768208027,
Monaco,MCO,1.255360007,,,,1.243860006,,,,,1.354590058,1.31735003,1.589890003,1.780040026,1.334400058,1.021950006,,1.370929956,1.457929969,,1.158900023,,1.423730016,,
Moldova,MDA,4.486390114,4.846849918,5.497910023,5.424890041,6.771039963,7.162700176,7.498990059,8.293370247,8.237270355,9.509759903,7.592299938,7.136380196,6.983389854,5.90975523,6.338069916,5.805686951,5.67208004,5.710169792,5.538879871,6.225769997,6.601260185,5.824059963,5.813449383,
Madagascar,MDG,2.438689947,2.70720005,2.231790066,2.610949993,2.812619925,3.309639931,2.830970049,2.902740002,2.554339886,2.825129986,2.585234404,2.381680012,2.340670109,1.776939988,2.381230116,2.210119963,2.687190056,2.701374054,2.844099998,3.013383865,3.25443387,3.198075533,3.139019966,
Maldives,MDV,5.737206936,5.249499798,5.791860104,5.324069977,4.661600113,5.016839981,4.64523983,4.417880058,4.470290184,5.081689835,3.633280039,3.080729961,4.968267918,3.954500437,3.889795303,4.644901752,4.469964027,3.872731447,3.932044506,4.209364891,5.794967651,4.484751701,4.58087492,
Middle East & North Africa,MEA,,6.193160057,5.52995491,5.948279381,5.453274965,4.794429779,4.717202902,,4.466135025,4.509464979,,,4.742109776,,,,,3.596509933,,,,,,
Mexico,MEX,3.992439985,4.24104023,4.454959869,5.072579861,4.726709843,4.845689774,4.699920177,4.690509796,4.82006979,5.187940121,5.159220219,5.105649948,5.103099823,4.696050167,5.257470131,5.229420185,4.90681982,4.518219948,4.254220009,,4.625720024,,,
Marshall Islands,MHL,,,8.208979607,11.81980038,,,,,,,,,,,,,,15.10616493,15.1581831,9.916480064,13.77944756,15.07984638,6.977570057,
Middle income,MIC,3.511209965,3.605900049,3.343114972,3.613409996,3.467110038,3.815969944,3.843819976,3.603149891,3.958519936,4.274290085,3.852797151,3.842619896,4.051414251,4.090378046,3.970429897,4.023875117,3.935930014,4.023212314,3.807741642,3.737399817,4.211066723,3.67454195,3.58259511,
North Macedonia,MKD,,,3.300149918,,,,,,,,,,,,,,,,,,,,,
Mali,MLI,2.971560001,2.658449888,2.896229982,3.805599928,3.859220028,3.52218008,,,3.403559923,3.869040012,3.343889952,3.754230022,3.479490042,3.284650087,3.648190022,3.801520109,3.094779968,3.789769888,3.55817008,3.555049896,3.954459906,4.363709927,4.035055161,
Malta,MLT,5.146474838,5.646224976,3.946160078,5.848954678,4.42151022,5.385760307,5.445138454,5.947470188,5.501229763,5.070429802,6.250050068,7.696129799,6.345429897,7.5792799,7.004209995,5.023980141,5.10766983,4.559179783,4.957462788,4.937389851,5.765721798,5.628807545,,
Myanmar,MMR,,,,,,,,,,,,0.850319982,1.586428761,1.84381175,2.011998415,2.245604277,2.158088446,2.32633996,2.157480001,2.139869928,,,,
Middle East & North Africa (excluding high income),MNA,,,5.032866716,,5.021100044,,4.717202902,4.730759859,4.466135025,4.831190109,4.050701737,,5.103449821,,,4.663219929,3.922260046,3.733449936,,,,,,
Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,5.550370216,4.936064243,7.210780144,,4.325729847,,,4.690130234,,5.144849777,4.645100117,4.60902977,5.961985111,5.24104023,5.428256035,4.387156487,5.200432777,4.318223953,3.997427225,3.652369738,4.663455009,3.343896151,4.258392334,
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,,,,,3.326699972,4.00578022,3.871469975,,,,5.390528679,5.621944904,5.672160149,6.115330219,6.493901253,6.010834217,5.865039825,5.505559921,5.452189922,6.286394119,6.642562866,7.027510643,,
Mauritania,MRT,,2.106839895,2.277149916,2.365010023,1.950799942,,1.958510041,,,,,2.331020117,2.158210039,2.293540001,2.557964325,2.829566002,1.944059968,,,1.784450054,1.771610022,1.745530009,1.280779958,
Mauritius,MUS,3.769109964,3.114860058,3.060899973,4.415830135,4.31306982,4.078199863,3.697510004,3.185400009,3.063070059,3.047310114,3.551470041,3.332070112,3.418200016,3.567759991,4.815149784,4.758470058,4.882070065,4.87887001,4.674479961,4.541950226,4.35243988,4.674409866,4.844200134,
Malawi,MWI,3.606129885,3.098340034,,2.209640026,,,,,,,2.432369947,2.853460073,2.528611898,3.721709967,3.325690031,3.853980064,3.282579899,2.76899004,3.3229599,,,,,
Malaysia,MYS,5.971610069,7.484469891,7.657929897,7.502880096,5.923890114,,4.485760212,4.372539997,3.958519936,5.974180222,4.966450214,5.76293993,5.739029884,5.481200218,5.029359818,4.703810215,4.345984459,4.184885025,4.131948471,3.979539633,4.520450115,4.27081728,3.505549431,
North America,NAC,5.754484653,5.625976563,5.676517725,6.328607559,6.253763676,5.468431711,6.164029121,5.504864216,5.531103134,5.789639235,6.025461912,5.879866838,5.473236799,5.409133911,5.486397743,4.843080044,4.811540127,5.04142499,4.90893507,4.880105019,5.161695004,4.594006062,4.139571667,
Namibia,NAM,6.901780128,6.888869762,6.742330074,6.137139797,,,6.031710148,,6.403429985,,8.243300438,8.021379471,9.084144592,8.595417023,8.994402885,9.530635834,10.31483078,9.708672523,9.622286797,9.3225317,9.277998924,10.02802563,9.358892441,
New Caledonia,NCL,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,2.565020084,2.279819965,2.401340008,1.937059999,,,2.558520079,3.014620066,2.723119974,3.335880041,2.721950054,3.077620029,3.18682003,3.689529896,5.103680134,4.486690044,2.958430052,2.578180075,3.457279921,3.526227236,3.819200993,3.82175827,4.101430893,
Nigeria,NGA,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,NIC,3.001600027,,2.391010046,2.422009945,,,,,,,4.484220028,,,,4.0832901,4.078420162,4.081150055,4.357689857,4.473795891,4.599919796,4.581561089,4.086657047,,
Netherlands,NLD,4.585120201,4.699649811,4.805900097,5.040420055,5.062970161,5.109399796,5.044020176,4.886829853,5.029049873,5.43156004,5.489089966,5.463039875,5.410220146,5.52655983,5.458899975,5.34815979,5.479599953,5.17509985,5.357649803,5.159860134,5.423810005,5.135831356,,
Norway,NOR,6.459340096,6.820159912,7.422460079,7.399330139,7.277440071,6.840829849,6.3582201,6.506710052,6.249159813,7.070670128,6.710420132,6.41490984,7.327660084,7.439060211,7.644030094,7.523349762,7.984449863,7.845980167,7.595630169,7.864560127,8.372819901,5.041692257,,
Nepal,NPL,2.975150108,3.708379984,3.152839899,3.11435008,3.171940088,3.364639997,3.605360031,3.517210007,3.805170059,4.663760185,3.631720066,3.842619896,3.5289886,3.20268631,3.485994101,3.294253588,3.477112293,3.52892375,3.664405584,3.485680819,4.211066723,3.95612216,3.649213076,
Nauru,NRU,,,,,,,,4.246150017,,,,,,,5.737141132,6.714453697,6.668968678,6.789002895,5.88931942,6.224421978,6.482572079,6.519784451,8.32575798,
New Zealand,NZL,5.604424,,,,,5.789812088,,,6.186127186,6.501762867,6.5076828,6.270788193,6.169361115,5.888688087,5.809233189,5.708622932,5.504283905,5.270209789,5.183808804,5.172029972,5.667323112,5.540569782,,
OECD members,OED,4.934005022,5.089584351,5.179230213,5.190048695,5.054675102,4.926849842,4.874439955,4.715410233,4.906070232,5.282895088,5.356369972,5.109539986,4.938925028,5.125165224,5.14427495,4.99559021,4.90681982,4.961319923,4.929490089,5.000834942,5.339079857,5.044342995,,
Oman,OMN,3.200239897,4.020319939,4.325069904,3.896990061,4.02835989,3.517210007,3.859339952,,,4.187739849,,,,4.353839874,,,,,,,,,,
Other small states,OSS,5.339459896,5.033349991,4.937739849,5.816770077,5.139179945,6.286670208,6.031710148,,5.943734884,6.21570015,5.028724909,5.014490128,4.717720032,4.843880177,5.618129969,5.249568462,5.2955966,4.961319923,4.96055603,4.877460003,4.856272221,4.980779409,,
Pakistan,PAK,1.837820053,,,,1.767590046,2.049720049,2.395509958,2.635270119,2.746229887,2.59078002,2.286870003,2.221750021,2.13628006,2.493439913,2.465929985,2.650019884,2.417211771,2.136656761,2.332169533,2.21491766,2.057182312,1.687461257,1.974449039,
Panama,PAN,4.759689808,4.105879784,4.1916399,4.168700218,3.578660011,,,,3.50229001,,,3.159009933,,,2.816828012,3.029294729,3.078347206,2.977041245,2.911990881,3.093294144,3.622200966,3.269109488,3.887239933,
Peru,PER,3.228029966,3.037120104,2.820569992,2.937799931,2.957870007,2.839030027,2.652810097,2.629400015,2.867749929,3.139940023,2.867300034,2.663500071,2.92276001,3.297290087,3.695990086,3.969330072,3.813169956,3.931309938,3.713920116,3.822429895,4.248040199,3.973500013,3.894099951,
Philippines,PHL,3.164400101,2.92463994,2.89222002,2.935179949,2.469830036,2.328069925,2.425790071,2.485179901,2.582829952,2.537770033,,,,,2.933717251,3.518517017,3.034224272,3.971154451,3.864053249,3.355791569,3.876672983,3.881080627,3.580212116,
Palau,PLW,8.017979622,7.70720005,7.521989822,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,,,,,,,,,,,,,,,,,,1.964930058,1.874830008,,,,,
Poland,POL,4.983930111,5.319029808,5.387350082,5.32449007,5.355579853,5.425749779,5.207650185,4.868740082,5.042399883,4.989769936,5.107059956,4.861020088,4.861599922,5.021240234,4.966569901,4.817009926,4.659110069,4.574649811,4.605060101,4.67881012,4.852650166,4.941400528,,
Pre-demographic dividend,PRE,2.514185071,2.471509933,2.593869925,,2.803959966,2.656680107,2.560960054,,2.554339886,3.004635096,3.246510029,2.971690059,2.881599903,3.306080103,3.172749996,3.255800009,2.934885025,3.63261497,3.267304897,3.483448625,3.45723033,3.154167056,3.046763659,
Puerto Rico,PRI,,,,,,,,,,,,,,6.481080055,6.072659969,,,,,,,,,
"Korea, Dem. People's Rep.",PRK,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,5.163849831,5.33713007,5.258719921,5.281529903,5.046380043,5.073949814,4.907670021,4.921470165,4.696090221,5.563149929,5.412489891,5.123330116,4.949409962,5.270969868,5.124000072,4.885540009,4.770905972,5.015610218,4.675159931,4.630020142,4.876560211,4.711906433,,
Paraguay,PRY,4.230209827,3.833570004,3.407730103,3.382760048,2.869899988,,,2.739510059,,,2.770720005,3.692820072,3.668790102,2.678711891,2.596559048,3.333778143,3.434979916,3.090620756,3.296195984,3.489830256,3.936150074,3.410700083,3.635401249,
West Bank and Gaza,PSE,,,,,,,,,,,6.191679955,5.335279942,4.742109776,4.89467001,,4.663219929,4.982960224,4.721539974,,,,5.434420109,,
Pacific island small states,PSS,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,5.293584824,4.953030109,5.179230213,5.281529903,5.174280167,5.109399796,5.006971359,4.904150009,4.906070232,5.070169926,5.356369972,5.11838007,4.959640026,5.229090214,5.164549828,4.957932711,4.921387196,4.959969997,4.930089951,4.983384848,5.336979866,5.041692257,,
French Polynesia,PYF,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,3.725980043,3.200190067,3.846560001,3.373939991,3.462589979,3.971879959,,,4.22755003,3.413150072,4.539659977,4.012239933,3.50744009,4.073840141,3.605350018,,,2.967459917,,2.803780079,3.233669996,,,
Romania,ROU,2.868629932,3.266289949,3.504129887,3.543970108,3.312730074,3.500390053,4.306509972,4.149539948,4.097199917,4.002130032,3.417170048,2.913759947,2.823220015,3.068000078,3.125080109,3.106950045,3.025599957,3.118200064,3.319180012,3.566950083,3.589260101,3.253051758,,
Russian Federation,RUS,2.93979001,3.106019974,3.835020065,3.678539991,3.547869921,3.771929979,3.866260052,,4.101749897,4.470641613,3.847624302,3.768173695,3.793100119,3.763829947,4.013879776,3.834029913,3.760440111,4.689909935,4.678199768,3.509325504,3.701467514,,,
Rwanda,RWA,3.434309959,4.825150013,,,,,,3.985140085,3.502190113,,4.631309986,4.383500099,4.421030045,4.742139816,4.196390152,3.647089958,3.434789896,3.124720097,3.073750019,3.238680601,3.33394289,5.590650082,4.752240181,
South Asia,SAS,2.550115108,,,3.11435008,2.556040049,3.188750029,3.142849922,3.076240063,3.275699973,2.934514999,3.377690077,2.841879964,2.370239973,2.848063111,2.975962043,2.952909946,3.229290009,3.061046839,2.159989774,2.21491766,2.057182312,1.831179976,1.973617613,
Saudi Arabia,SAU,5.909830093,7.718870163,7.636889935,7.105090141,6.277460098,5.430920124,5.891170025,,5.13781023,,,,,,,,,,,,,,,
Sudan,SDN,1.012179971,,1.164250016,,1.312549949,1.178429961,1.553539991,,1.851500034,2.022130013,,,,,,,,,,,,,,
Senegal,SEN,2.463350058,2.471509933,2.594419956,2.751250029,3.077780008,4.064430237,3.8213799,,4.025680065,4.920730114,5.217740059,4.903029919,4.776989937,5.686560154,5.720210075,5.45637989,5.113090038,4.624969959,4.8582201,5.449444294,5.688510895,5.589354515,5.641114235,
Singapore,SGP,3.32130003,3.542490005,3.878530025,3.981940031,3.652760029,3.195960045,2.859119892,2.946749926,2.764600039,3.010129929,3.080440044,3.030770063,3.070859909,2.85435009,2.924366713,2.863093376,2.8732059,2.757536888,2.856470108,2.729680061,2.687449932,2.833600044,2.388629198,
Solomon Islands,SLB,,,,,,,,7.333270073,6.895150185,6.65858984,7.47837019,,,,,,,,,,,,,
Sierra Leone,SLE,4.949369907,3.48251009,3.594340086,3.299000025,3.146929979,2.837270021,,2.596780062,2.465889931,2.818209887,2.588510036,2.678250074,2.881599903,2.379810095,2.662909985,3.217862844,2.911339998,4.660860062,6.989630222,7.44701004,8.809550285,9.442239761,3.046763659,
El Salvador,SLV,2.838680029,,3.242840052,3.134670019,,3.177850008,3.492980003,3.60984993,4.458109856,4.659500122,4.048079967,3.89854002,3.712440014,3.801490068,3.824160099,3.909879923,3.825239897,3.725229979,3.605750084,3.387109995,3.659579992,3.528079987,4.5314188,
San Marino,SMR,,,3.304997921,3.132753849,2.793839931,,,,,,2.62883997,2.702960014,,,,3.442865849,3.337201595,3.369970083,3.555160046,3.379699945,3.424619913,3.108920097,,
Somalia,SOM,,,,,,,,,,,,,,,,,,0.127174035,0.234450966,0.270661741,,,,
Serbia,SRB,,,,,,,,4.209839821,4.441999912,4.483980179,4.327809811,4.238359928,4.164209843,,3.926980019,3.78640008,3.63470006,3.710160017,3.582319975,3.616470098,3.562210083,3.299659967,,
Sub-Saharan Africa (excluding high income),SSA,2.646094918,2.903909922,2.896229982,,3.077780008,3.309639931,2.920444965,,3.063070059,3.131605029,3.379947186,3.286035061,3.45361495,3.689529896,3.384880066,3.67008996,3.358684897,3.736540079,3.507725,3.555049896,3.819200993,3.54701817,3.224585891,
South Sudan,SSD,,,,,,,,,,,,0.962890029,1.245528102,1.024500012,1.232460022,1.465559959,1.565392256,,,,,,,
Sub-Saharan Africa,SSF,2.646094918,2.903909922,2.896229982,,3.077780008,3.309639931,2.920444965,,3.063070059,3.131605029,3.379947186,3.286035061,3.45361495,3.689529896,3.384880066,3.67008996,3.358684897,3.736540079,3.507725,3.555049896,3.819200993,3.54701817,3.224585891,
Small states,SST,4.983469963,5.033349991,4.908049822,5.273099899,4.876749992,5.54847002,6.031710148,,6.191319942,6.198480129,5.517789841,5.640565157,4.717720032,4.843880177,5.415504932,5.249568462,5.236124992,4.961319923,4.96055603,4.852795124,4.856272221,4.980779409,4.844200134,
Sao Tome and Principe,STP,,,2.720580101,3.246929884,3.234709978,4.856450081,4.271180153,6.286829948,5.554490089,10.67790031,9.651470184,,6.339509964,5.939690113,3.749059916,3.864599943,5.173039913,5.036369801,5.235109806,5.899310589,5.015238285,5.516176224,5.155980587,
Suriname,SUR,,,,,,,,,,,,,,,,5.518238544,5.640519142,5.458612919,4.922593594,,5.320321083,3.80620575,,
Slovak Republic,SVK,3.864680052,3.93569994,4.245399952,4.209569931,4.101570129,3.759959936,3.707700014,3.523210049,3.521650076,4.006410122,4.044799805,3.898360014,3.859009981,4.068950176,4.215899944,4.578430176,3.900789976,3.932209969,3.952909946,4.273190022,4.764679909,4.396460533,,
Slovenia,SVN,6.130482674,5.756830215,5.672860146,5.70333004,5.64425993,5.6040802,5.590660095,5.11661005,5.109519958,5.554969788,5.545460224,5.541259766,5.620230198,5.405729771,5.291699886,4.909530163,4.792669773,4.780539989,4.934559822,4.896490097,5.386519909,5.66958189,,
Sweden,SWE,6.740149975,6.617640018,6.924349785,6.791429996,6.663109779,6.506400108,6.364290237,6.171589851,6.344550133,6.749710083,6.522689819,6.366919994,7.536970139,7.611209869,7.573729992,7.443900108,7.618619919,7.568830013,7.640840054,7.638510227,7.925610065,6.679961205,,
Eswatini,SWZ,5.508480072,4.838240147,4.440869808,5.816770077,5.401609898,6.484620094,6.554759979,,6.618120193,6.471350193,6.118370056,6.864329815,5.593282223,5.084610462,7.070590019,5.35494709,5.433553219,6.177914143,5.736873627,5.699148178,5.360104561,5.287148952,5.692605972,
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,3.979164839,,4.881090164,5.05177021,,,4.483310223,4.06658268,,,3.548263311,3.628819942,2.541049957,3.616770029,3.952470064,5.059329987,4.323289871,4.235365391,4.03930521,4.050551414,4.891200542,5.623589993,4.740135193,
Syrian Arab Republic,SYR,,4.54640007,5.269849777,6.480840206,5.371479988,,5.279650211,4.864709854,4.59525013,5.130139828,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,4.718830109,4.843009949,5.069139957,4.728779793,,2.540999889,,,,,,3.360295057,2.695589781,2.935950041,2.942550421,3.093250036,2.979562044,2.784017324,2.743769884,2.505089998,2.924562693,3.255630016,3.285769939,
Chad,TCD,2.646709919,2.42614007,,,1.592949986,1.694769979,,,,2.311739922,1.981940031,2.2579,2.206150055,2.850709915,2.320312262,2.342831612,2.388475895,2.454819918,2.259474993,2.372457981,2.739603996,2.88812995,2.538672924,
East Asia & Pacific (IDA & IBRD countries),TEA,4.208930016,2.92463994,2.89222002,,2.748470068,,,3.061334968,3.570144176,3.806730986,3.754642487,3.651097536,3.770506263,3.767437458,3.540122986,3.583600044,3.569971323,3.441989064,3.246532083,3.084998369,3.531990528,3.016882181,3.20184195,
Europe & Central Asia (IDA & IBRD countries),TEC,3.50838995,3.421469927,3.386080027,3.678539991,3.447700024,3.771929979,3.903460026,3.977319956,4.101749897,4.321614981,3.852797151,4.030380011,4.018030167,4.201519966,4.070053101,4.117142081,4.294914961,4.199480057,4.172664881,3.954370022,4.434420109,4.492647648,,
Togo,TGO,2.885299921,2.772079945,2.56633997,2.447590113,2.288310051,2.325210094,2.527740002,2.583389997,2.417579889,2.846290112,3.014410019,3.171119928,3.472759962,3.255259991,3.52083993,3.759310007,3.686490059,3.760529995,4.09168005,4.201668262,4.091336727,4.231181622,3.798119307,
Thailand,THA,5.25345993,4.81787014,3.864919901,3.725610018,4.030889988,3.93859005,4.05038023,3.603149891,3.508500099,3.861939907,3.508440018,4.805550098,3.596918344,3.824398518,3.919177532,3.86397624,3.767617464,3.465321541,3.197694063,3.022214174,3.153170824,2.986185074,2.613480091,
Tajikistan,TJK,2.328710079,2.376590014,2.775789976,2.420789957,2.772030115,3.512130022,3.40350008,3.413269997,3.459830046,4.098309994,4.006750107,3.935110092,4.018030167,,,4.967740059,5.730941296,5.544717789,5.38508749,5.568054676,5.960922241,5.537483215,5.446740627,
Turkmenistan,TKM,,,,,,,,,,,,,3.049249887,,,,,,,3.192009926,3.779779911,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,3.634140015,3.839125037,3.883855104,3.535049915,3.745604992,,3.792889953,3.855165124,4.639089823,5.325745106,4.670629978,4.466080189,4.592387199,4.696050167,4.448405027,4.33837986,4.363474131,4.468044996,4.461447954,4.510690212,4.562315464,3.747313499,3.819114447,
Timor-Leste,TLS,,,,,,,,,8.670570374,12.90345955,11.10760975,10.1947298,7.166744709,5.68140316,7.660094261,6.295487881,6.019237041,5.208618164,4.881482601,4.176562309,3.660026789,2.974498034,,
Middle East & North Africa (IDA & IBRD countries),TMN,,,5.032866716,,5.021100044,,4.717202902,4.730759859,4.466135025,4.831190109,,,5.464789867,,,4.532108545,3.687540054,3.596509933,3.685610056,,,,,
Tonga,TON,4.878079891,4.477560043,3.795000076,4.159510136,3.91376996,,,,,,,,,,,,,5.059225082,4.969455242,5.273229599,4.860516548,4.927039146,5.646192074,
South Asia (IDA & IBRD),TSA,2.550115108,,,3.11435008,2.556040049,3.188750029,3.142849922,3.076240063,3.275699973,2.934514999,3.377690077,2.841879964,2.370239973,2.848063111,2.975962043,2.952909946,3.229290009,3.061046839,2.159989774,2.21491766,2.057182312,1.831179976,1.973617613,
